"date", "max_temperature", "min_temperature", "precipitation"
1916-05-01, 6.1, -2.2, 0
1916-05-02, 15, 0.6, 0.3
1916-05-03, 14.4, -0.6, 0
1916-05-04, 25, 11.7, 0
1916-05-05, 25.6, 11.1, 0
1916-05-06, 27.8, 16.1, 0
1916-05-07, 30.6, 8.9, 0
1916-05-08, 20, -0.6, 0
1916-05-09, 24.4, 7.2, 0
1916-05-10, 32.2, 5, 0
1916-05-11, 14.4, -1.1, 0
1916-05-12, 15.6, 0, 7.9
1916-05-13, 5.6, 0.6, 20.8
1916-05-14, 6.1, 2.2, 4.1
1916-05-15, 2.8, 0.6, 30.2
1916-05-16, 10, 1.7, 1.5
1916-05-17, 12.2, 1.1, 0.3
1916-05-18, 13.3, 5, 0
1916-05-19, 16.7, 4.4, 0
1916-05-20, 15, 8.3, 1.3
1916-05-21, 11.1, 8.3, 38.6
1916-05-22, 17.2, 7.8, 0.3
1916-05-23, 12.8, 3.3, 1.8
1916-05-24, 18.3, 7.8, 2.3
1916-05-25, 13.9, 8.3, 7.1
1916-05-26, 23.3, 5, 2.5
1916-05-27, 18.9, 4.4, 0
1916-05-28, 20.6, 7.2, 0
1916-05-29, 23.9, 10, 0
1916-05-30, 25.6, 7.8, 0
1916-05-31, 27.2, 10, 1.3
1916-06-01, 21.1, 7.8, 2.8
1916-06-02, 11.1, 7.2, 2.5
1916-06-03, 18.9, 7.2, 0
1916-06-04, 21.1, 9.4, 0
1916-06-05, 25, 8.9, 0
1916-06-06, 21.1, 8.3, 0
1916-06-07, 15, 3.3, 0
1916-06-08, 18.9, 5.6, 0
1916-06-09, 22.8, 7.2, 0
1916-06-10, 26.1, 13.3, 1.3
1916-06-11, 23.3, 8.3, 2
1916-06-12, 16.1, 6.7, 3
1916-06-13, 14.4, 6.7, 11.2
1916-06-14, 22.2, 10.6, 0.3
1916-06-15, 21.1, 8.9, 4.6
1916-06-16, 20, 8.9, 0
1916-06-17, 25, 13.3, 0
1916-06-18, 27.2, 11.1, 2.5
1916-06-19, 21.7, 11.7, 0.3
1916-06-20, 16.1, 10.6, 3.8
1916-06-21, 16.1, 11.1, 19.8
1916-06-22, 15.6, 11.7, 3.6
1916-06-23, 18.3, 7.2, 3.8
1916-06-24, 21.1, 5.6, 0
1916-06-25, 25.6, 12.2, 0
1916-06-26, 25.6, 10, 0
1916-06-27, 25, 15.6, 0.3
1916-06-28, 28.9, 16.1, 0
1916-06-29, 33.3, 16.7, 0.5
1916-06-30, 29.4, 13.3, 0.5
1916-07-01, 27.2, 12.8, 0
1916-07-02, 32.2, 15, 0
1916-07-03, 33.3, 15.6, 0
1916-07-04, 33.3, 12.2, 0
1916-07-05, 28.9, 14.4, 0
1916-07-06, 35.6, 16.7, 0
1916-07-07, 37.8, 18.3, 0
1916-07-08, 36.7, 14.4, 0
1916-07-09, 33.9, 16.1, 0
1916-07-10, 36.7, 18.9, 2
1916-07-11, 28.9, NA, 0
1916-07-12, 30, 15, 0
1916-07-13, 31.7, 15.6, 0
1916-07-14, 33.3, 12.8, 0
1916-07-15, 31.7, 13.3, 0
1916-07-16, 32.2, 15.6, 3.6
1916-07-17, 31.1, 17.2, 5.1
1916-07-18, 35, 20, 0
1916-07-19, 30, 11.1, 10.2
1916-07-20, 28.9, 12.2, 0
1916-07-21, 33.9, 16.7, 0
1916-07-22, 32.2, 13.9, 0
1916-07-23, 30.6, 16.7, 0.3
1916-07-24, 27.8, 16.1, 0
1916-07-25, 33.9, 18.3, 0
1916-07-26, 28.9, 16.1, 0.3
1916-07-27, 34.4, 18.9, 0
1916-07-28, 38.9, 17.2, 0
1916-07-29, 35, 16.7, 4.1
1916-07-30, 27.8, 15, 11.9
1916-07-31, 26.7, 13.9, 0
1916-08-01, 26.7, 18.3, 0
1916-08-02, 36.1, 15.6, 0
1916-08-03, 35, 16.1, 7.1
1916-08-04, 36.1, 18.3, 2.3
1916-08-05, 28.3, 20, 0
1916-08-06, 32.2, 17.8, 0
1916-08-07, 21.7, 11.1, 3.6
1916-08-08, 31.1, 13.9, 0
1916-08-09, 36.1, 19.4, 3.6
1916-08-10, 32.2, 12.2, 1
1916-08-11, 25, 11.1, 0
1916-08-12, 13.9, 7.8, 0.8
1916-08-13, 15.6, 9.4, 0.3
1916-08-14, 18.3, 10.6, 0.5
1916-08-15, 29.4, 16.1, 0.3
1916-08-16, 33.3, 14.4, 0
1916-08-17, 33.9, 13.3, 27.4
1916-08-18, 32.2, 13.3, 0
1916-08-19, 35.6, 12.8, 0
1916-08-20, 26.1, 11.7, 1
1916-08-21, NA, 11.1, 8.4
1916-08-22, 17.8, 5, 0
1916-08-23, 27.8, 9.4, 0
1916-08-24, 32.2, 14.4, 0
1916-08-25, 31.7, 11.1, 0
1916-08-26, 26.1, 12.2, 2.8
1916-08-27, 18.9, 8.9, 3.3
1916-08-28, 23.9, 8.3, 0
1916-08-29, 30, 13.3, 0
1916-08-30, 27.2, 10, 0
1916-08-31, 29.4, 12.8, 0.3
1916-09-01, 21.1, 12.2, 0
1916-09-02, 27.8, 10, 0
1916-09-03, 32.8, 14.4, 0
1916-09-04, 35.6, 12.2, 0
1916-09-05, 31.7, 10, 0
1916-09-06, 27.8, 12.2, 0
1916-09-07, 26.1, 8.3, 0.5
1916-09-08, 25, 13.3, 0
1916-09-09, 35.6, 16.1, 0
1916-09-10, 30.6, 10.6, 0.3
1916-09-11, 16.7, 5, 0
1916-09-12, 19.4, 3.3, 0
1916-09-13, 27.2, 7.8, 0
1916-09-14, 25, 0, 0
1916-09-15, 13.9, 1.7, 0
1916-09-16, 19.4, 3.3, 0
1916-09-17, 19.4, 2.8, 0
1916-09-18, 23.3, 3.3, 0
1916-09-19, 28.3, 8.9, 0
1916-09-20, 29.4, 11.7, 0
1916-09-21, 21.1, 5, 0
1916-09-22, 20, 3.3, 0
1916-09-23, 24.4, 2.2, 0
1916-09-24, 25, 6.1, 0
1916-09-25, 26.7, 7.2, 0
1916-09-26, 26.1, 7.2, 0
1916-09-27, 16.7, 5, 0.3
1916-09-28, 13.3, 2.8, 0.8
1916-09-29, 13.3, 0.6, 0
1916-09-30, 24.4, 3.3, 0
1916-10-01, 31.7, 3.3, 0
1916-10-02, 13.3, 1.7, 1
1916-10-03, 11.1, 2.2, 1
1916-10-04, 22.2, 1.7, 0
1916-10-05, 3.9, 2.2, 0
1916-10-06, 18.3, 0.6, 0
1916-10-07, 22.8, 4.4, 0.3
1916-10-08, 4.4, 0.6, 4.1
1916-10-09, 3.3, 1.1, 0.5
1916-10-10, 8.3, 1.1, 0
1916-10-11, 17.2, 2.2, 0
1916-10-12, 22.2, 7.2, 0
1916-10-13, 16.7, 2.2, 0
1916-10-14, 25.6, 2.8, 0
1916-10-15, 21.7, 1.7, 0
1916-10-16, 20.6, 6.7, 0
1916-10-17, 18.3, 1.1, 0
1916-10-18, 28.3, -2.2, 0
1916-10-19, -2.2, -4.4, 2.8
1916-10-20, 2.2, -7.2, 0.3
1916-10-21, 8.3, -2.2, 0
1916-10-22, 17.2, 2.8, 3
1916-10-23, 4.4, -0.6, 0.3
1916-10-24, 7.2, -5, 0
1916-10-25, 12.8, -3.9, 0
1916-10-26, 11.7, -0.6, 0
1916-10-27, 17.2, -1.1, 0
1916-10-28, 23.3, 2.2, 0
1916-10-29, 7.8, -4.4, 0.5
1916-10-30, 15, 2.2, 0
1916-10-31, 12.2, -4.4, 0
1916-11-01, 5.6, -12.2, 1
1916-11-02, 5.6, -10.6, 1
1916-11-03, 9.4, -3.3, 0
1916-11-04, 7.2, -5.6, 0
1916-11-05, 11.7, -0.6, 0
1916-11-06, 16.7, 2.2, 3.8
1916-11-07, 11.1, -2.8, 1
1916-11-08, 6.1, -2.2, 0
1916-11-09, 25, 0, 0
1916-11-10, 26.7, 3.9, 0
1916-11-11, 8.9, -0.6, 7.6
1916-11-12, 12.8, -1.7, 0
1916-11-13, 22.8, 2.8, 0.3
1916-11-14, 11.1, -2.8, 0.5
1916-11-15, 10.6, -2.2, 11.4
1916-11-16, 1.1, -1.7, 26.2
1916-11-17, 6.7, -3.3, 0
1916-11-18, 1.1, -1.7, 1.5
1916-11-19, 9.4, -0.6, 7.6
1916-11-20, 10, 1.7, 0
1916-11-21, 17.2, 3.3, 0
1916-11-22, 21.7, 2.2, 0
1916-11-23, 17.2, 7.2, 5.8
1916-11-24, 13.9, 1.1, 2
1916-11-25, 10, -1.1, 0
1916-11-26, 10.6, -2.2, 2
1916-11-27, 0, -1.7, 14.2
1916-11-28, 2.2, -2.8, 12.7
1916-11-29, 6.1, -1.1, 1.5
1916-11-30, 7.2, -3.3, 1
1916-12-01, 7.2, -0.6, 0.3
1916-12-02, 8.9, 1.7, 0.3
1916-12-03, 2.8, 0, 13.2
1916-12-04, 9.4, -1.1, 0
1916-12-05, 11.7, 1.7, 0
1916-12-06, 11.7, -1.1, 0
1916-12-07, 14.4, -1.1, 0
1916-12-08, 14.4, 0.6, 0
1916-12-09, 16.7, 1.7, 0
1916-12-10, 18.3, 4.4, 0
1916-12-11, 7.2, 2.8, 0
1916-12-12, 20, 7.2, 0.8
1916-12-13, 16.1, 7.8, 10.2
1916-12-14, 12.8, 5.6, 0
1916-12-15, 24.4, 8.3, 0
1916-12-16, 31.7, 10, 0
1916-12-17, 25, 8.9, 0
1916-12-18, 26.7, 8.9, 0
1916-12-19, 26.7, 7.2, 1
1916-12-20, 16.7, 5, 29.5
1916-12-21, 6.7, 3.3, 29.5
1916-12-22, 8.3, 3.3, 2.3
1916-12-23, 14.4, 2.8, 0
1916-12-24, 18.3, 3.9, 0
1916-12-25, 17.2, 8.3, 2
1916-12-26, 10, 5, 32.5
1916-12-27, 10.6, 2.8, 0
1916-12-28, 17.2, 5.6, 0
1916-12-29, 17.8, 6.1, 3.6
1916-12-30, 15, 6.7, 2.5
1916-12-31, 8.9, 1.1, 0
1917-01-01, 8.9, -0.6, 0
1917-01-02, 16.7, 3.3, 0
1917-01-03, 23.9, 7.2, 1
1917-01-04, 15.6, 7.8, 9.9
1917-01-05, 12.8, 5.6, 10.2
1917-01-06, 15, 5.6, 0
1917-01-07, 18.9, 7.8, 2.8
1917-01-08, 22.8, 9.4, 2.3
1917-01-09, 23.3, 7.2, 0
1917-01-10, 33.9, 15.6, 0
1917-01-11, 33.9, 10, 0
1917-01-12, 17.8, 6.1, 0
1917-01-13, 15.6, 3.3, 3
1917-01-14, 22.2, 5.6, 0
1917-01-15, 21.7, 7.8, 0
1917-01-16, 27.8, 11.7, 0
1917-01-17, 30.6, 10.6, 0
1917-01-18, 32.8, 14.4, 4.3
1917-01-19, 22.8, 11.1, 0
1917-01-20, 26.7, 10.6, 1
1917-01-21, 18.3, 8.9, 5.1
1917-01-22, 22.8, 12.2, 0
1917-01-23, 23.3, 7.2, 1.5
1917-01-24, 26.1, 11.7, 0
1917-01-25, 35.6, 16.7, 0
1917-01-26, 25.6, 10, 0
1917-01-27, 22.2, 12.2, 1
1917-01-28, 26.7, 11.7, 10.4
1917-01-29, 28.3, 16.1, 0
1917-01-30, 26.1, 16.7, 0
1917-01-31, 26.7, 12.2, 0.3
1917-02-01, 25.6, 10, 0
1917-02-02, 26.7, 9.4, 0
1917-02-03, 26.1, 10.6, 11.2
1917-02-04, 30.6, 15, 0.3
1917-02-05, 28.9, 14.4, 0
1917-02-06, 32.8, 16.1, 8.9
1917-02-07, 31.7, 17.8, 0
1917-02-08, 33.3, 16.7, 0
1917-02-09, 34.4, 17.8, 0
1917-02-10, 33.3, 15, 0
1917-02-11, 30, 13.9, 0
1917-02-12, 21.7, 14.4, 0
1917-02-13, 27.8, 13.3, 6.4
1917-02-14, 25.6, 13.3, 0
1917-02-15, 27.2, 10.6, 0
1917-02-16, 28.3, 15.6, 0
1917-02-17, 33.9, 18.3, 0
1917-02-18, 35.6, 15, 0
1917-02-19, 33.3, 19.4, 0
1917-02-20, 36.7, 20, 0
1917-02-21, 35.6, 16.7, 0
1917-02-22, 33.9, 16.1, 0
1917-02-23, 39.4, 20, 0
1917-02-24, 37.8, 20, 0
1917-02-25, 36.1, 18.9, 0
1917-02-26, 35.6, 22.2, 0
1917-02-27, 38.9, 22.8, 0
1917-02-28, 40, 17.8, 0
1917-03-01, 34.4, 15, 0
1917-03-02, 32.8, 16.1, 0
1917-03-03, 27.8, 12.2, 0
1917-03-04, 30.6, 11.1, 0
1917-03-05, 29.4, 16.7, 0
1917-03-06, 37.8, 20, 0
1917-03-07, 26.1, 10.6, 0
1917-03-08, 25, 12.2, 27.9
1917-03-09, 17.8, 8.3, 0
1917-03-10, 28.3, 12.8, 1
1917-03-11, 20, 6.1, 0
1917-03-12, 24.4, 9.4, 0
1917-03-13, 26.7, 12.8, 3.3
1917-03-14, 21.7, 9.4, 0.3
1917-03-15, 25.6, 9.4, 0
1917-03-16, 30.6, 11.7, 1
1917-03-17, 31.1, 11.7, 0
1917-03-18, 31.7, 11.7, 0
1917-03-19, 33.3, 13.3, 0
1917-03-20, 33.9, 13.9, 0
1917-03-21, 35.6, 15.6, 0
1917-03-22, 35.6, 15.6, 0
1917-03-23, 36.7, 15, 0
1917-03-24, 33.9, 17.8, 0
1917-03-25, 25, 10.6, 0
1917-03-26, 26.7, 11.7, 0
1917-03-27, 28.9, 8.9, 0
1917-03-28, 33.9, 15.6, 0
1917-03-29, 31.1, 11.1, 2
1917-03-30, 22.2, 8.9, 0
1917-03-31, 24.4, 8.9, 0
1917-04-01, 26.7, 10.6, 0
1917-04-02, 33.3, 10.6, 0
1917-04-03, 16.1, 6.7, 0
1917-04-04, 16.7, 6.7, 0
1917-04-05, 30.6, 7.8, 0
1917-04-06, 17.8, 7.8, 0
1917-04-07, 32.2, 9.4, 0
1917-04-08, 21.1, 7.8, 0
1917-04-09, 32.2, 13.9, 0.5
1917-04-10, 29.4, 6.7, 0
1917-04-11, 31.1, 3.9, 0
1917-04-12, 8.3, 3.9, 0
1917-04-13, 21.7, 8.3, 0
1917-04-14, 27.2, 10, 0
1917-04-15, 27.8, 8.9, 0
1917-04-16, 27.2, 12.8, 0
1917-04-17, 26.1, 6.7, 6.6
1917-04-18, 21.7, 8.3, 0
1917-04-19, 22.8, 8.9, 8.9
1917-04-20, 21.7, 10, 1
1917-04-21, 23.3, 8.3, 0.3
1917-04-22, 20, 1.7, 0
1917-04-23, 23.9, 5.6, 0
1917-04-24, 30.6, 11.7, 0
1917-04-25, 30.6, 10, 0
1917-04-26, 29.4, 9.4, 7.6
1917-04-27, 24.4, 2.2, 0
1917-04-28, 17.2, 4.4, 0
1917-04-29, 19.4, 6.1, 0
1917-04-30, 26.1, 3.9, 0
1917-05-01, 28.9, 6.7, 0
1917-05-02, 21.1, 3.9, 0
1917-05-03, 26.1, 5.6, 0
1917-05-04, 23.3, 5.6, 0
1917-05-05, 27.2, 11.1, 0
1917-05-06, 28.3, 7.2, 0
1917-05-07, 21.1, 2.2, 0
1917-05-08, 22.8, 7.2, 0
1917-05-09, 21.1, 5, 0
1917-05-10, 7.2, -5.6, 1.8
1917-05-11, 21.7, -1.1, 0
1917-05-12, 17.8, -2.2, 0
1917-05-13, 24.4, 1.1, 0
1917-05-14, 8.3, -8.9, 0
1917-05-15, 15, -1.7, 0
1917-05-16, 20, 3.9, 0
1917-05-17, 25.6, 4.4, 0
1917-05-18, 15, 1.7, 0
1917-05-19, 21.7, 6.1, 0
1917-05-20, 7.2, -5, 1
1917-05-21, 1.7, -7.2, 0
1917-05-22, 11.1, -1.1, 0.3
1917-05-23, 8.9, -0.6, 0
1917-05-24, 13.3, -7.2, 0
1917-05-25, NA, NA, 0
1917-05-26, NA, NA, 0
1917-05-27, NA, NA, 0
1917-05-28, NA, NA, 0
1917-05-29, NA, NA, 0
1917-05-30, NA, NA, 0
1917-05-31, NA, NA, 0
1917-06-01, NA, NA, 0
1917-06-02, NA, NA, 0
1917-06-03, 15, 0, 0
1917-06-04, 8.9, -5.6, 10.9
1917-06-05, -3.9, -7.2, 10.9
1917-06-06, -2.2, -6.7, 1
1917-06-07, 0, -5.6, 1
1917-06-08, 5, -3.9, 1.3
1917-06-09, 7.8, -2.2, 0
1917-06-10, 6.7, -3.3, 0
1917-06-11, 13.9, -2.2, 0
1917-06-12, 17.2, 2.8, 0
1917-06-13, 20, 3.3, 0
1917-06-14, 17.8, 7.2, 0
1917-06-15, 21.1, 7.2, 0
1917-06-16, 22.2, 9.4, 0
1917-06-17, 13.3, 7.2, 13.5
1917-06-18, 7.8, 2.2, 6.9
1917-06-19, 9.4, 1.1, 0
1917-06-20, 5.6, 0, 8.6
1917-06-21, 2.2, -0.6, 4.6
1917-06-22, 3.3, -1.1, 0
1917-06-23, 10.6, -1.7, 0
1917-06-24, 14.4, 0, 0
1917-06-25, 12.8, -3.3, 0
1917-06-26, 6.7, -5, 0
1917-06-27, 21.1, 1.1, 0
1917-06-28, 22.2, -1.7, 3.6
1917-06-29, 0, -2.2, 9.7
1917-06-30, 3.3, -0.6, 0.8
1917-07-01, 10, 0.6, 0
1917-07-02, 11.1, -2.2, 0
1917-07-03, 20, 5.6, 0
1917-07-04, 25, 10, 0
1917-07-05, 25, 5.6, 0
1917-07-06, 29.4, 13.3, 0
1917-07-07, 30, 10, 0
1917-07-08, 26.7, 10.6, 0.5
1917-07-09, 21.7, 5.6, 0
1917-07-10, 22.8, 6.1, 0
1917-07-11, 22.8, 0.6, 12.2
1917-07-12, 5, 0, 5.1
1917-07-13, 7.8, 0.6, 0
1917-07-14, 15.6, 4.4, 0
1917-07-15, 13.9, 5, 2
1917-07-16, 20, 3.9, 1
1917-07-17, 28.3, 9.4, 0
1917-07-18, 30.6, 10, 0
1917-07-19, 23.3, 2.8, 2.5
1917-07-20, 22.8, 10.6, 0
1917-07-21, 25.6, 6.1, 0
1917-07-22, 16.1, 3.3, 0
1917-07-23, 24.4, 3.3, 0
1917-07-24, 17.8, 5.6, 0
1917-07-25, 21.1, 10.6, 0
